Date / Time,Label,Old value,Current value,Unit of value,etCO2 [kPa],MV [l/min],Pmean [cmH2O],PIP [cmH2O],PPlat [cmH2O],PEEP [cmH2O],FiO2 [Vol%],prim. Agent exp [Vol%],prim. Agent type,N2O exp [Vol%],Set FG O2 [Vol%],Set FG flow [l/min],Set Carrier gas,Set Vt [ml],Set PEEP [cmH2O],Set dPs [cmH2O],Set Pinsp [cmH2O],Set Phigh [cmH2O],Set Plow [cmH2O],Set Thigh [s],Set Tlow [s],Set RR [breaths/min],Set RRmin [breaths/min],Set Agent [Vol%],Set Agent type,Procedure Duration [s],Set SustInfPressure [cmH2O],Set SustInfDuration [s],Set IncPeepMaxPinsp [cmH2O],Set IncPeepMaxPeep [cmH2O]
12-Feb-2021 15:05:18,Alarm,,Airway press. continuously high,high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:06:16,Vent. mode changed,Man/Spon,VC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:06:16,Ventilation settings,,Vol.Ctrl.,,,,,,,,,,,,,,,550,3,,,,,,,12,,,,,,,,
12-Feb-2021 15:06:16,Measurements,,,,0.0,,6,,,,56,0.00,0,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:06:16,Alarm,,Minute volume low,medium grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:07:36,Alarm,,No CO2 detected,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:09:21,Alarm,,Power failure,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:09:54,Alarm,,Power failure,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:10:05,Measurements,,,,0.0,5.9,9,32,30,3,57,0.00,0,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:15:05,Measurements,,,,0.0,6.0,9,32,30,3,56,0.00,0,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:20:05,Measurements,,,,0.0,6.0,9,32,30,3,56,0.00,0,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:23:22,Alarm,,Patient-gas measurement module is calibrating,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:24:18,System state changed,Operation,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:24:18,Case duration,,0:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:24:18,Consumption O2,,22,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:24:18,Consumption Air,,22,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:24:36,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:25:45,System state changed,System test,Shut down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:27:48,Alarm,,Flow sensor calibration required,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:27:55,System state changed,Off,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:04,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:39,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:40,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:40,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:40,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:40,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:28:42,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:36:00,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:36:00,Leakage (total),,50,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:36:00,Compliance,,2.5,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:36:54,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2021 15:36:54,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:18:23,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:18:30,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:18:55,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:18:57,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:19:05,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:19:07,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:19:09,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:26:30,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:26:30,Leakage (total),,59,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:26:30,Compliance,,2.5,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:27:25,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2021 0:27:26,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:22:12,Alarm,,Flow sensor calibration required,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:11,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:16,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:17,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:18,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:18,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:19,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:38:20,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:45:40,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:45:40,Leakage (total),,51,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:45:40,Compliance,,2.5,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:46:38,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2021 0:46:38,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:22,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:30,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:31,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:32,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:33,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:35,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:02:36,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:09:52,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:09:52,Leakage (total),,57,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:09:52,Compliance,,2.5,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:10:47,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 0:10:47,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Start of therapy,,New adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Patient category,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Patient weight,,75,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Patient height,,181,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Patient age,,32,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Ventilation settings,,MAN/SPON,,,,,,,,,,,,,,,,Off,,,,,,,,,,,,,,,
15-Feb-2021 1:13:49,Gas settings,,,,,,,,,,,,,,100,3.00,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:14:24,O2,100,50,Vol%,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:14:25,Carrier gas,Air,N2O,,,,,,,,,,,,,,N2O,,,,,,,,,,,,,,,,,
15-Feb-2021 1:14:28,FG flow,3.00,15.00,l/min,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:15:05,Measurements,,,,3.2,2.2,1,2,,2,80,0.00,21,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:17:11,Alarm,,Sample line occluded,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:17:54,Measurements,,,,0.0,,1,,,,47,0.00,51,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:17:54,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:20:03,Measurements,,,,0.0,,1,0,,0,46,0.00,52,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:20:03,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:20:05,Measurements,,,,0.0,0.00,1,7,,7,45,0.00,52,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:21:33,Measurements,,,,0.0,,1,0,,0,46,0.00,52,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:21:33,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:24:09,Measurements,,,,0.9,0.00,1,2,,0,41,0.00,43,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:24:09,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:25:05,Measurements,,,,3.2,10.8,1,4,,1,44,0.00,39,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:25:48,Measurements,,,,0.0,,1,,,,46,0.00,51,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:25:48,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:28:02,Measurements,,,,3.5,,1,,,,43,0.00,36,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:28:02,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:29:42,Audio pause,Off,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:30:05,Measurements,,,,0.0,,1,,,,47,0.00,50,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:31:42,Audio pause,On,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:35:05,Measurements,,,,0.0,,1,,,,45,0.00,53,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:37:55,Audio pause,Off,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:38:01,System state changed,Operation,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:38:01,Case duration,,0:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:38:01,Consumption O2,,178,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:38:01,Consumption N2O,,177,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:39:54,Audio pause,On,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:47:16,Alarm,,Emergency air inlet activated,medium grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Start of therapy,,New adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Patient category,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Patient weight,,75,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Patient height,,181,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Patient age,,32,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Ventilation settings,,MAN/SPON,,,,,,,,,,,,,,,,Off,,,,,,,,,,,,,,,
15-Feb-2021 1:54:08,Gas settings,,,,,,,,,,,,,,100,3.00,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:13,O2,100,50,Vol%,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:15,Carrier gas,Air,N2O,,,,,,,,,,,,,,N2O,,,,,,,,,,,,,,,,,
15-Feb-2021 1:54:17,FG flow,3.00,8.00,l/min,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:55:06,Measurements,,,,1.1,6.3,0,1,,1,37,0.00,16,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:55:11,O2,50,30,Vol%,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:56:02,FG flow,8.00,4.00,l/min,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:56:40,Measurements,,,,5.0,13.2,1,2,,1,28,0.00,39,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:56:40,Alarm,,FiO2 low,high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:56:43,Audio pause,Off,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:57:44,Measurements,,,,0.0,,0,,,,28,0.00,72,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:57:44,Alarm,,Apnea (no CO2),high grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:58:42,Audio pause,On,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:58:49,System state changed,Operation,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:58:49,Case duration,,0:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:58:49,Consumption O2,,9,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2021 1:58:49,Consumption N2O,,16,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 0:05:19,Alarm,,Flow sensor calibration required,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:42,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:45,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:45,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:45,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:46,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:46,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:07:46,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:15:05,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:15:05,Leakage (total),,42,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:15:05,Compliance,,2.6,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:16:00,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2021 1:16:00,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:10,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:15,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:15,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:15,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:15,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:16,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:05:16,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:12:24,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:12:24,Leakage (total),,52,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:12:24,Compliance,,2.6,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:13:13,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2021 0:13:14,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:07:50,Alarm,,Flow sensor calibration required,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:15,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:18,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:18,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:19,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:19,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:19,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:12:19,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:19:37,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:19:37,Leakage (total),,45,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:19:37,Compliance,,2.6,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:20:29,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2021 0:20:30,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:15:18,Alarm,,Flow sensor calibration required,low grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:37,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:45,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:56,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:57,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:58,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:35:59,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:36:03,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:43:14,Leakage (auto),,10,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:43:14,Leakage (total),,49,ml/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:43:14,Compliance,,2.6,ml/cmH2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:44:09,System test,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2021 0:44:10,System state changed,System test,Standby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:22:40,System state changed,Standby,System test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:22:54,Vaporizers checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:23:07,Gas supply checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:23:08,Hose system checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:23:09,Valves checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:23:13,Components checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2021 0:23:14,Accessories checked,,Fully operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
